epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,2205.57,1.39905,0.49791,0.00225,0.91935,0.91348,0.96064,0.54702,1.57281,0.48657,0.00288,0.0001883,0.0001883,0.0001883
185,2217.32,1.42872,0.50728,0.00228,0.90897,0.92425,0.96032,0.54895,1.57269,0.48818,0.00289,0.0001784,0.0001784,0.0001784
186,2229.37,1.41117,0.49475,0.00212,0.9101,0.91751,0.95804,0.55619,1.56471,0.47699,0.00289,0.0001685,0.0001685,0.0001685
187,2241,1.41211,0.49323,0.00212,0.90183,0.92354,0.95799,0.55631,1.55711,0.47438,0.00287,0.0001586,0.0001586,0.0001586
188,2252.55,1.40519,0.49548,0.00236,0.91429,0.92153,0.96001,0.55071,1.57985,0.4776,0.0029,0.0001487,0.0001487,0.0001487
189,2264.73,1.40636,0.49026,0.0021,0.92304,0.91703,0.9622,0.55189,1.57718,0.4737,0.00289,0.0001388,0.0001388,0.0001388
190,2276.32,1.36714,0.4755,0.00234,0.90642,0.92757,0.95943,0.55247,1.56347,0.47665,0.00286,0.0001289,0.0001289,0.0001289
191,2289.38,1.34372,0.4604,0.00264,0.91134,0.91006,0.95784,0.55072,1.55985,0.48018,0.00284,0.000119,0.000119,0.000119
192,2299.61,1.35248,0.46072,0.00257,0.90279,0.92555,0.95646,0.54484,1.57193,0.48612,0.00287,0.0001091,0.0001091,0.0001091
193,2309.65,1.34463,0.4716,0.0026,0.92434,0.90954,0.95713,0.53794,1.5882,0.49827,0.00292,9.92e-05,9.92e-05,9.92e-05
194,2319.71,1.39153,0.46609,0.00261,0.91204,0.92555,0.95617,0.54367,1.57307,0.49418,0.00289,8.93e-05,8.93e-05,8.93e-05
195,2329.83,1.41213,0.47168,0.00251,0.90881,0.92247,0.9557,0.54813,1.5691,0.48772,0.00286,7.94e-05,7.94e-05,7.94e-05
196,2339.75,1.3418,0.45057,0.00261,0.902,0.91952,0.95605,0.54431,1.57578,0.49107,0.0029,6.95e-05,6.95e-05,6.95e-05
197,2349.94,1.36926,0.4595,0.00242,0.91928,0.91952,0.95647,0.53989,1.58537,0.48938,0.00292,5.96e-05,5.96e-05,5.96e-05
198,2359.97,1.33946,0.44678,0.00247,0.91469,0.91952,0.95828,0.53974,1.5762,0.4867,0.0029,4.97e-05,4.97e-05,4.97e-05
199,2369.98,1.37018,0.45488,0.00252,0.90962,0.91751,0.95516,0.54262,1.57359,0.4859,0.00288,3.98e-05,3.98e-05,3.98e-05
200,2380.28,1.37425,0.44873,0.00235,0.91023,0.91751,0.95804,0.5433,1.57049,0.48856,0.00288,2.99e-05,2.99e-05,2.99e-05
