epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,1194.49,1.33397,0.59074,1.00705,0.90199,0.9073,0.95566,0.55148,1.47081,0.58937,1.04991,0.0006833,0.0006833,0.0006833
135,1203,1.36515,0.58921,1.01045,0.89347,0.91348,0.95107,0.54672,1.45705,0.59055,1.0474,0.0006734,0.0006734,0.0006734
136,1211.86,1.3569,0.58949,1.01085,0.87501,0.92958,0.95569,0.54739,1.46921,0.59532,1.05687,0.0006635,0.0006635,0.0006635
137,1220.58,1.37307,0.5989,1.00237,0.91202,0.89135,0.94886,0.54893,1.48338,0.58555,1.05887,0.0006536,0.0006536,0.0006536
138,1229.35,1.32465,0.57899,1.01683,0.91601,0.88531,0.94748,0.54296,1.45729,0.59486,1.04833,0.0006437,0.0006437,0.0006437
139,1238.04,1.36422,0.60832,1.01003,0.90419,0.91751,0.96084,0.55707,1.45441,0.57305,1.0416,0.0006338,0.0006338,0.0006338
140,1246.77,1.30968,0.58588,1.0179,0.90021,0.92555,0.95847,0.54921,1.47548,0.585,1.04975,0.0006239,0.0006239,0.0006239
141,1255.36,1.31464,0.57415,1.00656,0.90459,0.91147,0.95839,0.5558,1.44512,0.58041,1.04238,0.000614,0.000614,0.000614
142,1264.26,1.35403,0.58702,1.01525,0.90047,0.92838,0.95942,0.52477,1.52533,0.59386,1.07665,0.0006041,0.0006041,0.0006041
143,1272.75,1.36346,0.59193,1.00645,0.90401,0.91952,0.95377,0.55017,1.45051,0.58254,1.04429,0.0005942,0.0005942,0.0005942
144,1281.94,1.36602,0.59577,1.00487,0.89333,0.90995,0.95097,0.56165,1.43312,0.57886,1.03377,0.0005843,0.0005843,0.0005843
145,1290.04,1.33738,0.58288,1.00193,0.90485,0.90946,0.95227,0.53435,1.521,0.5937,1.06696,0.0005744,0.0005744,0.0005744
146,1298.35,1.34981,0.57999,1.00646,0.91125,0.90904,0.95092,0.54389,1.47692,0.58945,1.05151,0.0005645,0.0005645,0.0005645
147,1307.5,1.35199,0.59042,1.02124,0.89478,0.92396,0.96008,0.53942,1.51408,0.59191,1.06075,0.0005546,0.0005546,0.0005546
148,1316.05,1.32081,0.57581,0.99368,0.9225,0.88616,0.95134,0.54718,1.45636,0.57955,1.04431,0.0005447,0.0005447,0.0005447
149,1324.81,1.37449,0.58898,1.01931,0.89923,0.9157,0.95691,0.56416,1.43796,0.56741,1.03996,0.0005348,0.0005348,0.0005348
150,1333.45,1.32877,0.58501,1.00935,0.8967,0.92555,0.95767,0.5523,1.48225,0.57466,1.05542,0.0005249,0.0005249,0.0005249
151,1342.73,1.38114,0.5913,1.00627,0.91758,0.90342,0.94821,0.55283,1.44206,0.57471,1.04607,0.000515,0.000515,0.000515
152,1351.69,1.32958,0.57229,1.00051,0.91356,0.91751,0.95262,0.54573,1.48169,0.57775,1.05655,0.0005051,0.0005051,0.0005051
153,1360.46,1.35913,0.58328,1.00981,0.89877,0.92555,0.95708,0.56678,1.43455,0.56725,1.0445,0.0004952,0.0004952,0.0004952
154,1369.29,1.36009,0.58272,1.01026,0.90546,0.90571,0.95278,0.55288,1.47677,0.58195,1.05468,0.0004853,0.0004853,0.0004853
155,1378.22,1.34032,0.57751,0.99905,0.88193,0.93182,0.9559,0.54849,1.47422,0.58164,1.05715,0.0004754,0.0004754,0.0004754
156,1386.81,1.31286,0.57513,1.00374,0.89174,0.90946,0.94764,0.52094,1.52882,0.59297,1.07447,0.0004655,0.0004655,0.0004655
157,1395.96,1.32781,0.57486,0.99073,0.90505,0.89336,0.94759,0.54627,1.47086,0.58334,1.04866,0.0004556,0.0004556,0.0004556
158,1404.12,1.32275,0.57229,0.99725,0.89093,0.90398,0.95116,0.54371,1.4856,0.57859,1.05432,0.0004457,0.0004457,0.0004457
159,1412.9,1.3563,0.58546,1.00669,0.90898,0.8994,0.95198,0.55842,1.46572,0.56847,1.04637,0.0004358,0.0004358,0.0004358
160,1421.83,1.32201,0.57493,1.0095,0.92255,0.91147,0.95844,0.55104,1.48075,0.57609,1.05395,0.0004259,0.0004259,0.0004259
161,1430.39,1.31095,0.57336,0.99963,0.91658,0.90644,0.95387,0.55925,1.44291,0.56875,1.04419,0.000416,0.000416,0.000416
162,1439.11,1.30825,0.56149,0.99528,0.89122,0.90667,0.94357,0.53291,1.48961,0.58638,1.05993,0.0004061,0.0004061,0.0004061
163,1447.72,1.3318,0.57966,0.99697,0.91524,0.89079,0.94757,0.56181,1.45023,0.57697,1.04656,0.0003962,0.0003962,0.0003962
164,1456.59,1.28987,0.56679,0.98032,0.90491,0.89996,0.95687,0.56756,1.44387,0.56755,1.03918,0.0003863,0.0003863,0.0003863
165,1465.34,1.29909,0.56526,1.00298,0.9208,0.89135,0.95671,0.568,1.44482,0.5715,1.03795,0.0003764,0.0003764,0.0003764
166,1474.2,1.32321,0.55932,0.99004,0.90795,0.89304,0.95129,0.56555,1.4446,0.57086,1.0377,0.0003665,0.0003665,0.0003665
167,1482.93,1.27718,0.5615,1.0107,0.89884,0.9118,0.95239,0.56513,1.44158,0.5738,1.04018,0.0003566,0.0003566,0.0003566
168,1490.96,1.32348,0.56805,1.01819,0.91957,0.89716,0.95126,0.55668,1.46505,0.57938,1.05395,0.0003467,0.0003467,0.0003467
169,1500.11,1.32302,0.57808,1.00271,0.91974,0.89738,0.95065,0.56179,1.44097,0.57695,1.0442,0.0003368,0.0003368,0.0003368
170,1508.49,1.30687,0.55798,1.00305,0.89749,0.916,0.95071,0.56175,1.43467,0.57252,1.04308,0.0003269,0.0003269,0.0003269
171,1517.14,1.31575,0.57802,1.004,0.90858,0.91982,0.95391,0.55326,1.46169,0.5752,1.04927,0.000317,0.000317,0.000317
172,1525.66,1.33787,0.5743,0.98973,0.91032,0.91549,0.95165,0.56669,1.42712,0.57054,1.03127,0.0003071,0.0003071,0.0003071
173,1533.75,1.31938,0.55955,1.00456,0.91612,0.92297,0.9581,0.56591,1.42835,0.57156,1.03936,0.0002972,0.0002972,0.0002972
174,1542.45,1.30434,0.56853,0.98832,0.92046,0.90809,0.95646,0.54831,1.46301,0.57607,1.04785,0.0002873,0.0002873,0.0002873
175,1551.44,1.32335,0.5701,0.98602,0.91237,0.90075,0.9529,0.55536,1.4493,0.57619,1.04074,0.0002774,0.0002774,0.0002774
176,1560.16,1.31947,0.55734,1.00017,0.91482,0.90744,0.95001,0.55611,1.44159,0.57699,1.04088,0.0002675,0.0002675,0.0002675
177,1568.84,1.29238,0.5595,0.99623,0.91753,0.91787,0.9572,0.56203,1.45093,0.56907,1.04426,0.0002576,0.0002576,0.0002576
178,1577.75,1.30906,0.57081,0.98702,0.91388,0.91816,0.96238,0.56721,1.45458,0.56513,1.03904,0.0002477,0.0002477,0.0002477
179,1586.75,1.31324,0.56481,0.99666,0.91645,0.90493,0.95646,0.5608,1.45584,0.569,1.04445,0.0002378,0.0002378,0.0002378
180,1595.28,1.3332,0.57059,1.01385,0.9377,0.89537,0.96283,0.5675,1.44654,0.56686,1.0398,0.0002279,0.0002279,0.0002279
181,1604.19,1.31013,0.56306,0.98756,0.92171,0.90019,0.95713,0.5614,1.45764,0.56878,1.04483,0.000218,0.000218,0.000218
182,1612.9,1.32719,0.56329,0.98889,0.91289,0.90342,0.95109,0.55384,1.45434,0.58302,1.04716,0.0002081,0.0002081,0.0002081
