epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,2449.52,1.25511,0.51351,0.99695,0.91642,0.93159,0.95293,0.53661,1.53764,0.56093,1.12485,0.0006833,0.0006833,0.0006833
135,2467.56,1.26753,0.51498,0.99995,0.91994,0.90744,0.94831,0.55475,1.48208,0.55543,1.09369,0.0006734,0.0006734,0.0006734
136,2485.52,1.27276,0.52058,1.00457,0.92535,0.90543,0.95339,0.54251,1.49638,0.56727,1.10459,0.0006635,0.0006635,0.0006635
137,2503.33,1.26479,0.5155,1.00005,0.9207,0.91549,0.95435,0.55194,1.49899,0.55952,1.09236,0.0006536,0.0006536,0.0006536
138,2520.76,1.26071,0.51263,0.99814,0.88527,0.93964,0.95409,0.54324,1.51974,0.56666,1.10912,0.0006437,0.0006437,0.0006437
139,2538.38,1.26478,0.51585,1.00098,0.91474,0.90662,0.95446,0.55496,1.48913,0.55275,1.08882,0.0006338,0.0006338,0.0006338
140,2556.73,1.2728,0.52304,0.99805,0.90379,0.92619,0.95639,0.54386,1.51944,0.56396,1.11167,0.0006239,0.0006239,0.0006239
141,2574.92,1.28921,0.52742,1.00054,0.91015,0.93964,0.95323,0.54079,1.53697,0.57103,1.1117,0.000614,0.000614,0.000614
142,2593.19,1.27496,0.52004,0.99769,0.90509,0.92106,0.95741,0.55138,1.4917,0.56543,1.10073,0.0006041,0.0006041,0.0006041
143,2611.24,1.26707,0.51998,1.00221,0.89323,0.94262,0.95876,0.54126,1.52997,0.56818,1.11453,0.0005942,0.0005942,0.0005942
144,2629.39,1.25777,0.51186,0.99515,0.90548,0.94567,0.95948,0.55558,1.50634,0.55549,1.09993,0.0005843,0.0005843,0.0005843
145,2647.84,1.25911,0.51245,0.9835,0.90609,0.92555,0.9549,0.55881,1.47769,0.55868,1.09349,0.0005744,0.0005744,0.0005744
146,2666.05,1.22404,0.50326,0.98663,0.92026,0.92886,0.95718,0.5451,1.52783,0.55704,1.10872,0.0005645,0.0005645,0.0005645
147,2684.39,1.24846,0.5059,0.98574,0.8983,0.94165,0.95521,0.5501,1.50238,0.56417,1.0971,0.0005546,0.0005546,0.0005546
148,2702.44,1.24097,0.50526,0.98845,0.91253,0.9336,0.95775,0.54102,1.55347,0.56404,1.12476,0.0005447,0.0005447,0.0005447
149,2720.31,1.23175,0.50261,1.00193,0.92986,0.91549,0.96023,0.54995,1.50091,0.56017,1.10031,0.0005348,0.0005348,0.0005348
150,2738.83,1.26293,0.51339,0.99074,0.92457,0.91248,0.95875,0.55211,1.50635,0.55324,1.09929,0.0005249,0.0005249,0.0005249
151,2756.99,1.25522,0.50265,0.99127,0.91527,0.93456,0.95974,0.53677,1.53472,0.56204,1.12541,0.000515,0.000515,0.000515
152,2775.19,1.20891,0.49263,0.99239,0.9127,0.92552,0.95524,0.54444,1.53899,0.57173,1.12121,0.0005051,0.0005051,0.0005051
153,2793.34,1.22783,0.49144,0.99155,0.91021,0.91787,0.95759,0.55705,1.50675,0.56776,1.09782,0.0004952,0.0004952,0.0004952
154,2811.31,1.21299,0.49561,0.9886,0.88841,0.94165,0.95502,0.55119,1.50396,0.55857,1.09926,0.0004853,0.0004853,0.0004853
155,2829.48,1.22272,0.49925,0.98771,0.89417,0.93506,0.95522,0.55479,1.48683,0.55335,1.09952,0.0004754,0.0004754,0.0004754
156,2847.53,1.2347,0.50137,0.99221,0.90281,0.91578,0.95498,0.54105,1.53961,0.56341,1.12142,0.0004655,0.0004655,0.0004655
157,2865.62,1.22681,0.49457,0.98223,0.91331,0.91147,0.94949,0.54944,1.51562,0.56477,1.1033,0.0004556,0.0004556,0.0004556
158,2883.81,1.20047,0.49116,0.98138,0.91192,0.92153,0.9538,0.55202,1.50655,0.56339,1.10152,0.0004457,0.0004457,0.0004457
159,2902.12,1.1932,0.4864,0.97381,0.88285,0.9497,0.95707,0.54744,1.50252,0.55624,1.10509,0.0004358,0.0004358,0.0004358
160,2920.1,1.19785,0.49626,0.98795,0.90099,0.93384,0.95592,0.55002,1.50443,0.55904,1.09535,0.0004259,0.0004259,0.0004259
161,2938.25,1.2255,0.49629,0.98197,0.91369,0.91952,0.94729,0.55173,1.49238,0.54715,1.10273,0.000416,0.000416,0.000416
162,2956.99,1.24599,0.49996,0.97552,0.90358,0.92389,0.94794,0.5443,1.51526,0.56734,1.10617,0.0004061,0.0004061,0.0004061
163,2975.1,1.19674,0.49143,0.98703,0.91589,0.9202,0.95003,0.54596,1.4973,0.55963,1.10495,0.0003962,0.0003962,0.0003962
164,2993.15,1.19567,0.48555,0.98765,0.90017,0.92533,0.95301,0.55348,1.48546,0.55387,1.09534,0.0003863,0.0003863,0.0003863
165,3011.33,1.20666,0.48883,0.97075,0.88614,0.93957,0.955,0.54752,1.50911,0.56041,1.10129,0.0003764,0.0003764,0.0003764
166,3029.49,1.1819,0.48349,0.97285,0.89799,0.93876,0.95665,0.54869,1.51432,0.55835,1.10329,0.0003665,0.0003665,0.0003665
167,3048.08,1.20377,0.4833,0.97728,0.89444,0.93763,0.95396,0.53794,1.53186,0.56084,1.11859,0.0003566,0.0003566,0.0003566
168,3066.13,1.20386,0.48979,0.97118,0.91688,0.91751,0.94975,0.54233,1.529,0.55847,1.11846,0.0003467,0.0003467,0.0003467
169,3084.15,1.22727,0.49387,0.99181,0.91224,0.92022,0.94762,0.54867,1.5126,0.55709,1.11084,0.0003368,0.0003368,0.0003368
170,3102.37,1.19478,0.4864,0.97683,0.91284,0.92715,0.95055,0.54508,1.51112,0.55661,1.11364,0.0003269,0.0003269,0.0003269
171,3120.19,1.18702,0.4832,0.98076,0.9176,0.91952,0.95185,0.54203,1.52041,0.55568,1.11246,0.000317,0.000317,0.000317
172,3138.24,1.19243,0.47978,0.97308,0.91156,0.91147,0.95636,0.54844,1.50763,0.55435,1.10841,0.0003071,0.0003071,0.0003071
173,3156.31,1.18071,0.48366,0.9715,0.91002,0.90342,0.94424,0.54269,1.51566,0.56322,1.11386,0.0002972,0.0002972,0.0002972
174,3174.66,1.1708,0.48051,0.96775,0.90565,0.90771,0.94407,0.52794,1.54571,0.56063,1.134,0.0002873,0.0002873,0.0002873
175,3192.73,1.18059,0.48288,0.97575,0.89723,0.91952,0.94705,0.53999,1.52473,0.55789,1.1148,0.0002774,0.0002774,0.0002774
176,3210.83,1.16274,0.4753,0.9715,0.906,0.91146,0.949,0.54255,1.50422,0.55205,1.10957,0.0002675,0.0002675,0.0002675
177,3228.99,1.15888,0.47098,0.96672,0.90481,0.91799,0.95456,0.53511,1.53874,0.55814,1.12472,0.0002576,0.0002576,0.0002576
178,3247.04,1.17196,0.47652,0.97018,0.90508,0.92153,0.95109,0.53537,1.54395,0.56444,1.12195,0.0002477,0.0002477,0.0002477
179,3265.02,1.16782,0.47642,0.96699,0.90343,0.92555,0.95077,0.5436,1.52338,0.56235,1.10938,0.0002378,0.0002378,0.0002378
180,3283.28,1.14749,0.46849,0.95718,0.91003,0.91577,0.94736,0.54275,1.50909,0.55228,1.11269,0.0002279,0.0002279,0.0002279
181,3300.88,1.18509,0.4791,0.9707,0.9081,0.92153,0.95045,0.53405,1.53862,0.5647,1.12996,0.000218,0.000218,0.000218
182,3319.71,1.18507,0.48197,0.9565,0.89622,0.92958,0.94799,0.54207,1.52054,0.56941,1.11343,0.0002081,0.0002081,0.0002081
